message_id,dispatch_id,sent_at,direction,content
msg_00246,dsp_0177,2026-03-06 12:27:16+00:00,inbound,To sem condição agora
msg_00247,dsp_0179,2026-03-07 10:13:03+00:00,outbound,Olá! Identificamos uma pendência no seu cadastro. Podemos conversar?
msg_00248,dsp_0179,2026-03-07 10:36:03+00:00,inbound,Pode ser
msg_00249,dsp_0181,2026-03-04 13:01:25+00:00,outbound,Olá! Identificamos uma pendência no seu cadastro. Podemos conversar?
msg_00250,dsp_0183,2026-03-06 13:41:16+00:00,outbound,Oi! Temos uma condição especial para regularizar seu débito. Posso te ajudar?
msg_00251,dsp_0183,2026-03-06 13:56:16+00:00,inbound,Aceito
msg_00252,dsp_0183,2026-03-06 14:29:16+00:00,outbound,Posso oferecer desconto de 15% para pagamento à vista. Tem interesse?
msg_00253,dsp_0184,2026-03-02 18:56:55+00:00,outbound,Oi! Temos uma condição especial para regularizar seu débito. Posso te ajudar?
msg_00254,dsp_0184,2026-03-02 19:23:55+00:00,inbound,Pode ser
msg_00255,dsp_0184,2026-03-02 18:56:55+00:00,outbound,Certo! Vou gerar o boleto e enviar por aqui.
msg_00256,dsp_0184,2026-03-02 19:01:55+00:00,inbound,"Ok, pode mandar o boleto"
msg_00257,dsp_0185,2026-03-07 12:37:02+00:00,outbound,Oi! Estamos entrando em contato sobre uma pendência financeira. Podemos conversar?
msg_00258,dsp_0185,2026-03-07 12:39:02+00:00,outbound,Posso verificar condições especiais no seu caso.
msg_00259,dsp_0186,2026-03-05 18:29:58+00:00,outbound,Olá! Você possui um valor em aberto. Gostaria de negociar?
msg_00260,dsp_0186,2026-03-05 18:36:58+00:00,inbound,"Beleza, fecha"
msg_00261,dsp_0187,2026-03-05 14:45:52+00:00,outbound,Oi! Temos uma condição especial para regularizar seu débito. Posso te ajudar?
msg_00262,dsp_0187,2026-03-05 14:44:52+00:00,inbound,Em quantas vezes?
msg_00263,dsp_0187,2026-03-05 15:28:52+00:00,outbound,"Obrigado! Qualquer dúvida, estamos à disposição."
msg_00264,dsp_0188,2026-03-04 13:42:21+00:00,outbound,Oi! Estamos entrando em contato sobre uma pendência financeira. Podemos conversar?
msg_00265,dsp_0188,2026-03-04 14:06:21+00:00,inbound,"Oi, qual o valor?"
msg_00266,dsp_0189,2026-03-01 10:21:26+00:00,outbound,Olá! Você possui um valor em aberto. Gostaria de negociar?
msg_00267,dsp_0190,2026-03-06 14:57:48+00:00,outbound,Olá! Temos opções facilitadas para o pagamento do seu débito. Quer saber mais?
msg_00268,dsp_0190,2026-03-06 15:32:48+00:00,inbound,Não tenho interesse
msg_00269,dsp_0193,2026-03-04 08:16:33+00:00,outbound,Olá! Você possui um valor em aberto. Gostaria de negociar?
msg_00270,dsp_0193,2026-03-04 08:28:33+00:00,inbound,Em quantas vezes?
msg_00271,dsp_0193,2026-03-04 08:24:33+00:00,outbound,Consigo parcelar em até 12x. Qual valor fica melhor pra você?
msg_00272,dsp_0193,2026-03-04 08:44:33+00:00,inbound,"Ok, pode mandar o boleto"
msg_00273,dsp_0194,2026-03-07 15:43:28+00:00,outbound,Olá! Identificamos uma pendência no seu cadastro. Podemos conversar?
msg_00274,dsp_0194,2026-03-07 16:12:28+00:00,inbound,Qual o desconto?
msg_00275,dsp_0194,2026-03-07 16:34:28+00:00,outbound,Consigo parcelar em até 12x. Qual valor fica melhor pra você?
msg_00276,dsp_0194,2026-03-07 16:48:28+00:00,inbound,Qual o desconto?
msg_00277,dsp_0198,2026-03-02 09:34:07+00:00,outbound,Olá! Você possui um valor em aberto. Gostaria de negociar?
msg_00278,dsp_0198,2026-03-02 09:57:07+00:00,inbound,"Oi, qual o valor?"
